title,release_year,adjusted_domestic_gross
Parenthood,1989,253669659.29032254
L.A. Confidential,1997,126553300.74018691
Sex Tape,2014,51195893.160963245
Kalki 2898-AD,2024,18289575.0
The Upside,2019,133082676.01407899
Longlegs,2024,74346140.0
Ray,2004,125337241.0164108
The Family Man,2000,138328852.05574915
Invictus,2009,54952376.88391608
Big Fish,2003,113513551.00434782
Good Morning Vietnam,1987,342968249.36619717
Hide and Seek,2005,82263147.96927802
Chronicle,2012,88425239.63414633
Last Christmas,2019,43220163.47281971
Walking with Dinosaurs,2013,48679538.379399136
The Wedding Singer,1998,154780711.28834355
The Theory of Everything,2014,47676079.56400507
Bajrangi Bhaijaan,2015,10848791.2
Tian jiang xiong shi,2015,98259.9493670886
Hotel for Dogs,2009,107260303.85454544
Deepwater Horizon,2016,80477920.36999999
Save the Last Dance,2001,161617357.2806324
Executive Decision,1996,113575130.43212236
Sahara,2005,110550195.69892472
Intolerable Cruelty,2003,60364164.36521739
Apocalypto,2006,79327728.39285715
Parental Guidance,2012,105805042.95470382
To Fly!,1976,478506854.13005275
Dora and the Lost City of Gold,2019,74361616.26593664
Eight Below,2006,127276738.27380952
The Wind Rises (風立ちぬ),2013,7019187.800858368
Volcano,1997,93138396.65046729
Soul,2020,1149423.5610510043
Michael,1996,191054748.29827917
Instant Family,2018,84344889.33811231
Surrogates,2009,56544762.31608391
Red Cliff,2009,919084.274125874
Charlie Wilson’s War,2007,101101052.90882778
Blazing Saddles,1974,762085192.6977687
I Belonged to You,2016,973994.1699999999
On Golden Pond,1981,412577995.8283828
Allied,2016,52528463.839999996
Unfaithful,2002,92192207.55975541
The Shallows,2016,72209326.13
We Bought a Zoo,2011,105719691.06269452
Barnyard: The Original Party Animals,2006,113500583.33333333
Body of Lies,2008,57527556.85276358
Disturbia,2007,122573494.57597683
Hua Pi 2,2012,45478.45296167247
The Commuter,2018,45505810.255675025
Huang Qiang Zou Ban,2018,690147.440860215
Gran Turismo: Based on a True Story,2023,45842918.86314408
The Client,1994,195418504.30769232
Lang Tu Teng,2015,282052.61772151897
Blue Streak,1999,128719417.38295317
Why Him?,2016,79024159.66
Game Night,2018,86618472.12425329
Cháng Kōng Zhī Wáng (长空之王),2023,285553.0003281917
Dennis the Menace,1993,111553830.56055364
The Forgotten,2004,111033450.74007411
Lost in Translation,2003,76182969.69130434
Snow Dogs,2002,141821998.692607
Water for Elephants,2011,82073521.67541128
The Siege,1998,78955243.06748466
Sliver,1993,78939132.07474048
Raya and the Last Dragon,2021,63486794.32029519
Closer,2004,56568294.33986236
Geukhanjikeob,2019,1925358.7954634337
Si Ren Ding Zhi,2013,498216.0515021459
The Notebook,2004,134817161.63472736
The Iron Lady,2012,41024593.547038324
Detective Chinatown (唐人街探案),2015,610004.982278481
Bride Wars,2009,86061334.93706293
Wonder Park,2019,55597026.66875245
Office Christmas Party,2016,71745417.13999999
Xi You Ji Nu Er Guo,2018,234233.63440860214
Saving Mr. Banks,2013,112401050.89442058
Warm Bodies,2013,89571159.36824033
The Lake House,2006,81610054.0595238
Haunted Mansion,2023,69807001.74860519
Corpse Bride,2005,85899152.57757296
We Were Soldiers,2002,136525790.00778207
The Last Boy Scout,1991,137370928.1938326
Coyote Ugly,2000,110982595.66550523
Changeling,2008,52190402.92057594
Insomnia,2002,117551664.37354085
The Score,2001,126168105.75719932
Judge Dredd,1995,71560889.32283464
The Dark Tower,2017,65036705.75275398
Clifford the Big Red Dog,2021,56786157.66199261
Prisoners,2013,82313835.83175965
Striptease,1996,66346100.6959847
The Gentlemen,2019,44844476.58349628
The Reader,2008,49933681.19275429
Last Vegas,2013,86242978.99055792
Tooth Fairy,2010,86524517.59009628
Frankenstein,1994,46685421.473684214
The Boxtrolls,2014,67525343.01647656
Poor Things,2023,35653212.799474895
The Pianist,2002,56866767.07504168
Get Hard,2015,119938231.32151899
Everything Everywhere All At Once,2022,82890613.6850017
White Chicks,2004,115089701.73001587
The 5th Wave,2016,45736006.419999994
Moneyball,2011,105693048.84304133
Good Boys,2019,102226484.96832225
Sea of Love,1989,148507126.5096774
The Net,1995,104432236.58267716
Casino,1995,87549878.74015747
Free Birds,2013,75227257.1330472
Buddies in India,2017,375409.76254589966
Haikyu!! The Movie: Decisive Battle a…,2024,7071622.0
Sideways,2004,119006479.9534145
Fool’s Gold,2008,102557544.31212261
Billy Elliot,2000,40158598.64808363
Planet 51,2009,61845279.55244754
Sanctum,2011,32445562.756780785
Seventh Son,2014,23544515.437262356
Hereafter,2010,47206044.247592844
A Man Called Otto,2022,69032290.26580116
The Man From U.N.C.L.E.,2015,60286676.24303798
Pompeii,2014,30774583.75665399
Junior,1994,77991894.81781377
ParaNorman,2012,76687104.6794425
Hidalgo,2004,111990197.06934886
Confessions of a Shopaholic,2009,64898829.090909086
The American President,1995,123826590.5984252
Three Kings,1999,114459784.6242497
Along With The Gods: The Two Worlds,2017,2448525.6499388004
The Call of the Wild,2020,75735859.73415764
"Lyle, Lyle, Crocodile",2022,50364625.385719165
About Schmidt,2002,113605559.89327402
The Breakup Guru,2014,277552.63878326997
Driving Miss Daisy,1989,270265582.7612903
Made of Honor,2008,67191841.93961912
Civil War,2024,68757539.0
Spirit: Stallion of the Cimarron,2002,127953826.92607002
Mr. Holland’s Opus,1995,170367261.79527557
Kramer vs. Kramer,1979,460167272.7272727
Beomjoidosi 2 (범죄도시2),2022,658474.1182097711
Sisters,2015,115471883.49367088
Mission to Mars,2000,111143896.37630662
Life as We Know It,2010,76941768.48418157
Pathaan,2023,18044182.65310141
Deep Sea 3D,2006,99668731.5595238
First Man,2018,56264634.59976105
Forgetting Sarah Marshall,2008,92249987.77148165
The Brothers Grimm,2005,61012013.24731182
Along Came a Spider,2001,131474052.23715414
Race to Witch Mountain,2009,98457174.2097902
Godzilla Minus One (ゴジラ最新作),2023,58963846.188382015
Dirty Grandpa,2016,46626978.029999994
Cinderella Man,2005,99245939.67434715
Chappie,2015,41879231.47341772
Made In America,1993,97785351.61245675
The Campaign,2012,119006077.27526131
Scary Stories to Tell in the Dark,2019,84774972.15486899
Cold War 2,2016,734679.44
Training Day,2001,135383792.87634104
Vicky Cristina Barcelona,2008,33903080.86205295
Don’t Say a Word,2001,97635270.77583285
The Tuxedo,2002,88405994.4413563
The Prestige,2006,82794949.0595238
The Creator,2023,42072724.24548737
Every Which Way but Loose,1978,502792757.190184
Eyes Wide Shut,1999,105097933.9447779
Night School,2018,96835613.18996416
The Cell,2000,111885800.04181185
Gangster Squad,2013,62071604.73476394
Wrath of Man,2021,31865181.334317338
Snake Eyes,1998,107226619.56809816
The Water Horse: Legend of the Deep,2007,61291797.70767004
9 to 5,1980,394108412.62135917
Rugrats in Paris,2000,139675099.34494776
Transcendence,2014,30579695.604562737
T-Rex: Back to the Cretaceous,1998,103661825.06503068
Project X,2012,74946421.41114981
Jimmy Neutron: Boy Genius,2001,143683519.71089777
Blue Jasmine,2013,45075070.56824034
My Bloody Valentine,2009,75552668.1062937
The Cable Guy,1996,120710954.416826
The Hitchhiker's Guide to the Galaxy,2005,82132149.57910906
Love and Other Drugs,2010,46658351.086657494
Primal Fear,1996,112361696.71892925
Birdman or (The Unexpected Virtue of …,2014,56239476.177439794
Ghosts of Girlfriends Past,2009,80981856.29090908
Pineapple Express,2008,127543566.52113329
Ladder 49,2004,124065180.94653255
The Time Traveler’s Wife,2009,92949312.73846152
John Q.,2002,124128809.26292384
Guess Who,2005,110942934.906298
Kung Fu Hustle,2004,28468543.851773422
The Little Prince,2015,1739431.929113924
Railroad Tigers,2016,285637.63999999996
Life,2017,38782441.929008566
The Devil Inside,2012,72934973.46689895
Little Man,2006,91444311.39285715
Just Married,2003,95904237.67826086
"Alexander and the Terrible, Horrible,…",2014,88932760.64892268
Mars Attacks!,1996,75686473.83556405
Stir Crazy,1980,386513592.2330097
The Recruit,2003,90192980.55652173
Crash,2005,89079063.078341
Paul,2011,52301600.30235659
Joy,2015,74887203.96962026
Heaven is for Real,2014,121384828.46134347
Courage Under Fire,1996,118232402.35564053
Fight Club,1999,69881537.02761103
Just Like Heaven,2005,77784024.94623655
Up Close & Personal,1996,102286805.82791586
Little Miss Sunshine,2006,93401593.3095238
A Knight’s Tale,2001,99564081.93337096
No se Aceptan Devoluciones,2013,60002101.14334763
The Good Shepherd,2006,93428833.51190476
Any Given Sunday,1999,142538376.83553421
P.K.,2014,14100984.780735107
How to be Single,2016,61365002.029999994
Gukjesijang,2014,3062859.031685678
Alpha,2018,44889181.83034647
Armageddon Time,2022,2011456.4400409975
Di Renjie zhi shendu longwang (狄仁傑之神都…,2013,118450.53733905578
Street Fighter,1994,70905473.68421052
Nacho Libre,2006,125070679.5595238
Where the Wild Things Are,2009,113203739.04335663
Justin Bieber: Never Say Never,2011,102070134.7443308
The Wild,2006,58301309.833333336
The Time Machine,2002,99064519.69760977
Philomena,2013,50884194.839484975
Black Mass,2015,83011785.49873418
Paycheck,2003,91909565.25652173
Heaven Can Wait,1978,476422085.88957053
Les Visiteurs,1996,1320520.0764818355
Bowfinger,1999,125417989.03721488
The Visit,2015,86501263.34177215
E gun tian shi,2015,173859.22025316456
Shi Tu Xing Zhe 2 Die Ying Xing Dong,2019,364874.9096597575
Contraband,2012,91099317.07317072
French Kiss,1995,80175709.25984251
Atomic Blonde,2017,66156026.19339045
Evolution,2001,68012538.28119706
Jin líng shí san chai,2012,426458.4041811846
Rush,2013,36361944.144206
Fred Claus,2007,109208541.67293777
Phone Booth,2003,79567483.98260869
The Thin Red Line,1998,70210517.60981596
13 Going On 30,2004,95101794.13022763
The Book of Life,2014,66614470.296577945
A Simple Favor,2018,67047691.90919952
Green Zone,2010,51170851.68638239
42,2013,128216115.73905578
The Hustle,2019,43547582.11654282
Inspector Gadget,1999,183786171.64465785
Dragon Ball Super: Super Hero (ラゴンボール…,2022,34514582.800136656
The Rite,2011,46199092.10849266
The Hours,2002,72834533.1495275
Enemy at the Gates,2001,91243071.40824392
Assassination,2015,2526717.387341772
The Shack,2017,73611953.56670746
My Sister’s Keeper,2009,72114462.99300699
Red Eye,2005,93196020.8049155
The Lucky One,2012,82786255.1707317
Christmas with the Kranks,2004,122667432.44467972
Ballerina,2016,28634071.699999996
Tammy,2014,112272056.69961977
8MM,1999,68774418.75630252
Argylle,2024,45207275.0
The Stepford Wives,2004,98989602.28268924
The Manchurian Candidate,2004,109763233.130757
The 6th Day,2000,63069335.623693384
Harlem Nights,1989,154302606.23225805
The Favourite,2018,43030332.83632019
Some Like It Hot,2016,55321.299999999996
Killers,2010,67838846.25034387
Shooter,2007,71287632.32416786
Twilight of the Warriors: Walled In (…,2024,336003.0
Truth or Dare,2018,51850350.91995221
Steel Magnolias,1989,212369824.27741933
Old Dogs,2009,72542208.22377622
40 Days and 40 Nights,2002,66304988.66481378
The Guardian,2006,85792105.85714285
HouseSitter,1992,131094794.32644331
The Lovely Bones,2009,64659741.44895104
1941,1979,147997520.661157
The Wedding Planner,2001,107227719.51665725
The Nightmare Before Christmas,1993,203939685.27612457
Blockers,2018,75515468.05256869
Role Models,2008,98278774.97445424
The Woman King,2022,72319658.59924838
The Hundred-Foot Journey,2014,72038963.45754118
The River Wild,1994,99316032.38866396
Southpaw,2015,69542033.85316455
Safe Haven,2013,96342846.90128754
Cong cong na nian,2014,752930.2205323194
Forces of Nature,1999,99939569.74789914
The Internship,2013,60279472.10987124
Der Untergang,2005,8857193.732718892
Challengers,2024,50119408.0
Money Monster,2016,53725818.24999999
Singwa Hamgge: Ingwa Yeon,2018,1502816.9749103943
BlacKkKlansman,2018,61697199.90442055
Speed Racer,2008,64173473.43427775
Calendar Girls,2003,52989413.426086955
When Harry Met Sally…,1989,235352603.72903222
Get Him to the Greek,2010,88155289.19944979
Michael Clayton,2007,74366871.68740955
House of Flying Daggers,2004,18391474.60878772
Syriana,2005,81819050.32258064
The Last Song,2010,90745532.91884457
Gwoemul,2007,3339530.1070911717
Five Feet Apart,2019,56227090.662495114
I Am Sam,2001,71491639.68379445
Four Brothers,2005,119923366.03379415
The Family Stone,2005,96691068.60829492
"I Love You, Man",2009,105551936.33566432
The Skeleton Key,2005,77123326.14439324
Talk To Me,2023,49837028.80997703
Secret Window,2004,79820036.77289571
No Reservations,2007,65379395.068017356
Spotlight,2015,59770193.98481012
Treasure Planet,2002,66620912.60478043
Crawl,2019,47970521.232694566
Red Riding Hood,2011,52649994.36549577
Ben-Hur,2016,34597724.87
Masquerade,1988,42139241.95435333
Jing Zhou,2018,652835.1350059737
I Feel Pretty,2018,61096523.115890086
Drag Me To Hell,2009,61708328.671328664
Back to School,1986,261783897.81021896
Overboard,2018,63000354.724014334
Season of the Witch,2011,34707338.74255224
Romeo Must Die,2000,102195219.73519164
"Gwanghae, Wangyidoen namja",2012,1263790.777003484
White Men Can't Jump,1992,170878094.129722
Autumn in New York,2000,68928696.32055749
Kangaroo Jack,2003,114009669.07826087
Burlesque,2010,56855304.59422283
Galaxy Quest,1999,134787631.77911162
Veteran,2015,1533067.463291139
The Tale of Despereaux,2008,74295282.80538782
Evangelion: 3.0+1.01 Thrice Upon a Time,2021,958444.3394833946
Trading Places,1983,285359036.14457834
Bedazzled,2000,69160689.56097561
This is 40,2012,92491255.97560975
Di Ren Jie Zhi Si Da Tian Wang,2018,329253.55316606926
Mysteries of Egypt,1998,78297724.65276073
Cocaine Bear,2023,66728990.666229084
Rien à déclarer,2011,254840.14228546017
Marmaduke,2010,48500327.130674
Old,2021,56007877.28413283
Racing Stripes,2005,80125350.31643625
Sucker Punch,2011,50875067.26900844
In the Heart of the Sea,2015,33192094.156962026
Stigmata,1999,94436497.84393756
Fracture,2007,59156187.55426917
AIR,2023,54130152.039383
Rumor Has It,2005,69216520.30721965
State of Play,2009,54258485.090909086
La Môme,2007,15621087.606367582
The Cider House Rules,1999,108600495.25570227
What to Expect When You're Expecting,2012,56351274.49128919
The Hand That Rocks the Cradle,1992,197282488.49037772
Chasing the Dragon,2017,586025.694002448
Deliver Us from Evil,2014,40614478.90494297
Match Point,2005,37170879.33640552
Spawn,1997,107699124.51588784
Max Payne,2008,59418231.115652576
Sinister,2012,65847222.57491288
Ali,2001,103292145.17447768
R.V.,2006,111856060.79761904
Bicentennial Man,1999,109871620.49459784
Volver,2006,20117649.726190478
Hall Pass,2011,62992862.47043129
The Lincoln Lawyer,2011,81094230.68030234
The Shaggy Dog,2006,95323661.17857143
Sabrina,1995,110284091.16535433
Taeksi Woonjunsa,2017,1959810.0269277846
El Laberinto del Fauno,2006,58692078.1547619
Dodookdeul,2012,729444.9721254355
Jojo Rabbit,2019,41031727.987485334
Epic Movie,2007,60270414.784370475
The Kingdom,2007,71990850.94066569
Dinner for Schmucks,2010,105270428.02751032
Oceans,2010,27998060.951856945
A Million Ways to Die in The West,2014,56744703.82762991
Old School,2003,128417021.73913042
Abduction,2011,39264568.83948421
"Don’t Worry, Darling",2022,48668521.70550051
Rat Race,2001,100493003.45115753
Young Frankenstein,1974,550359432.0486815
The Constant Gardener,2005,54057800.77419354
War Dogs,2016,56375225.129999995
The Inbetweeners,2012,49234.547038327524
Apocalypse Now,1979,361758600.3305785
Tears of the Sun,2003,74554591.27826087
Nerve,2016,50544550.059999995
Mortal Engines,2018,19972150.442054957
Paper Towns,2015,42451036.19240506
Collateral Beauty,2016,40630987.51
Stripes,1981,295031023.1023102
Robin Hood,2018,38595233.146953404
Date Movie,2006,75712426.26190476
Final Fantasy: The Spirits Within,2001,57042616.32975719
Long men fei jia,2012,233165.39372822296
Das Boot,1982,37427205.53782383
Exhuma (파묘),2024,2310900.0
Meet the Spartans,2008,55832177.12215513
J. Edgar,2011,52152137.98132502
Dog,2022,66358130.82883498
About Time,2013,20677428.164806865
Priest,2011,40731681.70031124
Premonition,2007,72575295.21273516
The Parent Trap,1998,127898147.60245399
The Illusionist,2006,62176096.452380955
The Goodbye Girl,1977,434245544.5544554
The War of the Roses,1989,212219267.24516127
Snatch,2000,54943512.43205575
Point Break,1991,99764029.90308371
Les Choristes,2004,6041270.064584436
No Hard Feelings,2023,52058409.78273712
Assassins,1995,62521592.2519685
Blow,2001,94072838.28345567
In & Out,1997,125028494.0411215
Sky High,2005,102931717.03840245
Dead Man Walking,1995,81255656.75590551
Zodiac,2007,50170662.85383502
The Possession,2012,67276380.08362369
Once Upon a Time,2017,623063.5789473684
Snowpiercer,2013,6157151.577682403
Edge of Darkness,2010,62438730.01375516
28 Days Later…,2003,77002224.32608695
Firewall,2006,76028639.98809524
Savages,2012,64801318.11846689
Act of Valor,2012,95871250.42160277
Trap,2024,42777281.0
The Boogeyman,2023,44620946.04791599
Men of Honor,2000,89125478.45296168
In Her Shoes,2005,52932195.64976958
